model,split,problem_idx,variant,run_idx,original_answer,predicted_answer,is_correct_exact,input_tokens,output_tokens,error
grok-4.2,train,12,node_deletion,4,039,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,11,edge_deletion,4,161,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,13,original,4,681,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,12,edge_deletion,4,039,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,13,node_deletion,4,681,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,13,edge_deletion,4,681,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,14,original,4,83,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,14,node_deletion,4,83,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,14,edge_deletion,4,83,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,15,original,4,196,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,15,node_deletion,4,196,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,15,edge_deletion,4,196,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,16,original,4,243,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,17,original,4,503,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,16,edge_deletion,4,243,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,17,node_deletion,4,503,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,16,node_deletion,4,243,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,17,edge_deletion,4,503,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,18,original,4,279,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,18,node_deletion,4,279,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,19,original,4,190,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,18,edge_deletion,4,279,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,19,node_deletion,4,190,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,20,original,4,050,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,19,edge_deletion,4,190,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,20,node_deletion,4,050,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,20,edge_deletion,4,050,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,21,original,4,754,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,21,node_deletion,4,754,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,21,edge_deletion,4,754,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,22,original,4,245,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,22,node_deletion,4,245,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,22,edge_deletion,4,245,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,23,original,4,669,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,23,node_deletion,4,669,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,23,edge_deletion,4,669,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,25,original,4,132,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,25,node_deletion,4,132,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,26,original,4,223,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,24,original,4,340,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,27,original,4,107,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,28,original,4,157,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,25,edge_deletion,4,132,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,27,edge_deletion,4,107,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,28,node_deletion,4,157,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,27,node_deletion,4,107,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,28,edge_deletion,4,157,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
grok-4.2,train,29,original,4,393,,False,0,0,"litellm.BadRequestError: OpenrouterException - {""error"":{""message"":""x-ai/grok-4.2 is not a valid model ID"",""code"":400},""user_id"":""org_2ylaE0jmToPyXwDMwwhMvhP3SQw""}"
gemini3,train,0,original,0,277,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,2,original,0,079,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,4,node_deletion,0,065,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,4,original,0,065,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,1,original,0,62,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,1,node_deletion,0,62,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,3,edge_deletion,0,070,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,6,original,0,396,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,3,original,0,070,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,0,edge_deletion,0,277,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,5,node_deletion,0,441,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,5,original,0,441,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,2,node_deletion,0,079,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,3,node_deletion,0,070,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,5,edge_deletion,0,441,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,4,edge_deletion,0,065,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,6,node_deletion,0,396,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,1,edge_deletion,0,62,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,2,edge_deletion,0,079,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,0,node_deletion,0,277,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,7,original,0,244,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,6,edge_deletion,0,396,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,7,edge_deletion,0,244,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,8,original,0,029,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,7,node_deletion,0,244,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,8,node_deletion,0,029,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,9,node_deletion,0,156,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,10,edge_deletion,0,896,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,11,original,0,161,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,10,node_deletion,0,896,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,10,original,0,896,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,9,original,0,156,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,8,edge_deletion,0,029,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,9,edge_deletion,0,156,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,11,node_deletion,0,161,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,11,edge_deletion,0,161,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,12,node_deletion,0,039,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,12,original,0,039,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,12,edge_deletion,0,039,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,13,original,0,681,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,13,node_deletion,0,681,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,13,edge_deletion,0,681,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,14,original,0,83,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,15,edge_deletion,0,196,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,16,original,0,243,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,16,node_deletion,0,243,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,14,node_deletion,0,83,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,15,original,0,196,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,14,edge_deletion,0,83,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,17,original,0,503,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,18,node_deletion,0,279,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,15,node_deletion,0,196,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,18,original,0,279,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,17,node_deletion,0,503,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,16,edge_deletion,0,243,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,18,edge_deletion,0,279,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,19,node_deletion,0,190,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,19,original,0,190,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,19,edge_deletion,0,190,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,17,edge_deletion,0,503,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,20,original,0,050,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,20,node_deletion,0,050,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,20,edge_deletion,0,050,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,21,edge_deletion,0,754,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,22,edge_deletion,0,245,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,21,node_deletion,0,754,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,22,node_deletion,0,245,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,23,node_deletion,0,669,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,22,original,0,245,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,21,original,0,754,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,24,original,0,340,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,25,original,0,132,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,25,edge_deletion,0,132,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,23,edge_deletion,0,669,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,26,original,0,223,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,25,node_deletion,0,132,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,27,node_deletion,0,107,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
gemini3,train,27,edge_deletion,0,107,,False,0,0,"litellm.APIError: APIError: OpenrouterException - {""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys"",""code"":403}}"
